date,wdir,wspd,pres
2018-04-06,203,12,1019.6
2018-04-07,358,12.6,1020.1
2018-04-08,348,25.2,1015.9
2018-04-09,197,9.2,1018
2018-04-10,359,28.7,1015
2018-04-11,183,10.8,1014.9
2018-04-12,302,17.9,
2018-04-13,348,25.5,
2018-04-14,313,32.9,
2018-04-15,291,25.3,1004
2018-04-16,272,24.6,1013
2018-04-17,192,16.9,1024.2
2018-04-18,5,12.3,1021.4
2018-04-19,303,11,1018.7
2018-04-20,275,10.6,1021.2
2018-04-21,291,10.1,1021
2018-04-22,320,8.3,1021.3
2018-04-23,6,14.8,1017.7
2018-04-24,357,29.7,1015.1
2018-04-25,,8.1,1015.9
2018-04-26,241,14.8,1019.9
2018-04-27,202,13.8,1026.1
2018-04-28,211,12.6,1026.9
2018-04-29,201,11.8,1028.3
2018-04-30,14,8.9,1027.9
2018-05-01,359,20.2,1023.5
2018-05-02,7,21.7,1015.8
2018-05-03,358,36.2,
2018-05-04,313,24.1,1013.5
2018-05-05,327,20.9,1026.2
2018-05-06,345,16.4,1028.7
2018-05-07,356,27.2,1018.4
2018-05-08,256,10.5,1020.9
2018-05-09,345,22.6,1016.8
2018-05-10,276,21.5,1010.1
2018-05-11,218,29.7,1011.7
2018-05-12,187,28.1,1023
2018-05-13,206,18,1028.2
2018-05-14,246,10.6,1027.4
2018-05-15,222,15.3,1026.8
2018-05-16,213,13.2,1030.2
2018-05-17,269,13.9,1026.5
2018-05-18,264,16.6,983
2018-05-19,276,13.8,
2018-05-20,271,20.7,1021.9
2018-05-21,259,19.5,1022.2
2018-05-22,247,23.1,
2018-05-23,238,14.2,1027.1
2018-05-24,208,14.1,1027.1
2018-05-25,165,8.7,1027.8
2018-05-26,357,15.6,1026
2018-05-27,4,25.1,1023
2018-05-28,3,32.6,
2018-05-29,320,23.8,1015.5
2018-05-30,279,20.4,1021.4
2018-05-31,213,19.1,1027.5
2018-06-01,286,9.1,1029.5
2018-06-02,245,11.3,1027.1
2018-06-03,216,10.7,1024
2018-06-04,227,10.8,1023.7
2018-06-05,220,10.5,1028.1
2018-06-06,12,13.5,1028.4
2018-06-07,5,35.4,1022.4
2018-06-08,352,27.3,1017.8
2018-06-09,339,9.6,1022.2
2018-06-10,21,9,1026.1
2018-06-11,11,26.8,1018.4
2018-06-12,349,30,1006.3
2018-06-13,343,21.8,1007.5
2018-06-14,355,30.3,1007.8
2018-06-15,312,28,1008.9
2018-06-16,297,24,1012.4
2018-06-17,229,30.7,1015
2018-06-18,216,14.7,1025.8
2018-06-19,2,10,1027.8
2018-06-20,5,16.9,1026.9
2018-06-21,343,12.5,1028
2018-06-22,357,17.2,1027.3
2018-06-23,308,18.5,1026.4
2018-06-24,226,12.3,1030.2
2018-06-25,217,8.3,1031.4
2018-06-26,,3.8,1032.3
2018-06-27,0,6.5,1030.7
2018-06-28,,6.5,1023.4
2018-06-29,2,31.4,1017.3
2018-06-30,300,23.4,1020.1
2018-07-01,354,12.2,1030.9
2018-07-02,3,21.7,1029.8
2018-07-03,5,36.7,1024.2
2018-07-04,4,49.4,1019.3
2018-07-05,1,40.6,1011.5
2018-07-06,320,24.8,1006.7
2018-07-07,276,33.7,1008.7
2018-07-08,241,29.6,1019.4
2018-07-09,232,18.7,1027.2
2018-07-10,308,11,1027.7
2018-07-11,1,21.3,1022.3
2018-07-12,275,10,1022
2018-07-13,257,10,1022
2018-07-14,356,17.2,1019.5
2018-07-15,3,34.8,1013
2018-07-16,1,39,1008.1
2018-07-17,339,39.9,1006
2018-07-18,353,30,1013.4
2018-07-19,345,31.9,1007.2
2018-07-20,282,23.4,1010.4
2018-07-21,328,15.7,1021.2
2018-07-22,7,28.2,1020.2
2018-07-23,7,50.2,1009.7
2018-07-24,345,30.4,1007.7
2018-07-25,328,19.4,1015.3
2018-07-26,355,19.7,1017
2018-07-27,356,27,1013.3
2018-07-28,2,24.3,1010.1
2018-07-29,304,29.8,1004.8
2018-07-30,330,23.2,1013.9
2018-07-31,341,29.9,1010.5
2018-08-01,297,14.3,1018.8
2018-08-02,10,32.2,1017.6
2018-08-03,349,27.6,1005.2
2018-08-04,351,24.3,1010
2018-08-05,8,36.1,1005.6
2018-08-06,330,25.6,999.2
2018-08-07,322,25.2,1006.8
2018-08-08,321,28.5,1010.4
2018-08-09,356,25.3,1019.2
2018-08-10,5,45.5,1009.3
2018-08-11,291,17.3,1006.8
2018-08-12,279,22.5,1018.4
2018-08-13,272,21.8,1022.9
2018-08-14,359,32.8,1018.1
2018-08-15,307,31.9,1006.3
2018-08-16,292,18.8,1012.3
2018-08-17,343,22.7,1011.7
2018-08-18,291,29,1008.8
2018-08-19,235,29.9,1020.3
2018-08-20,279,18.9,983.7
2018-08-21,264,17.7,1016
2018-08-22,338,11,1016.2
2018-08-23,8,14.9,1019.3
2018-08-24,300,11.3,1022.9
2018-08-25,4,11.7,1020.2
2018-08-26,251,15.2,1018.3
2018-08-27,199,16.3,1025.2
2018-08-28,189,10,1023.7
2018-08-29,28,9.1,1020.5
2018-08-30,10,31,1013.4
2018-08-31,338,26.5,1000.2
2018-09-01,240,16.9,1011.4
2018-09-02,215,14.6,1021.9
2018-09-03,218,11.2,1028.4
2018-09-04,358,13.7,1026.9
2018-09-05,14,22.2,1019.7
2018-09-06,1,30.3,1010.2
2018-09-07,222,12.6,1015.8
2018-09-08,345,16.3,1017
2018-09-09,293,21.1,1019.3
2018-09-10,332,11.3,1024.1
2018-09-11,4,31.8,1012.4
2018-09-12,294,19.3,1014.1
2018-09-13,0,20.5,1018.5
2018-09-14,5,30,1012
2018-09-15,286,31.2,1006.7
2018-09-16,267,18.9,1020.9
2018-09-17,1,27.9,1019.1
2018-09-18,346,33.1,1010.5
2018-09-19,279,16.6,1013.7
2018-09-20,288,12.3,1021.1
2018-09-21,350,11.8,1025.9
2018-09-22,256,14.5,1026.4
2018-09-23,188,20.1,1030.2
2018-09-24,178,18.6,1030.3
2018-09-25,181,16.9,1027.6
2018-09-26,227,8.9,1021.6
2018-09-27,11,31,1014.3
2018-09-28,255,18.2,1016
2018-09-29,234,16.9,1025.4
2018-09-30,215,8.5,1029.7
2018-10-01,349,17,1025.8
2018-10-02,5,17.7,1020.3
2018-10-03,194,21,1016.5
2018-10-04,173,20.8,1021.9
2018-10-05,215,16.7,1023.9
2018-10-06,342,18,1022.3
2018-10-07,341,10.3,1021.3
2018-10-08,351,10.9,1017.4
2018-10-09,193,15.2,1015.8
2018-10-10,143,31.4,1021
2018-10-11,220,12.6,1023.4
2018-10-12,353,15.9,1023.5
2018-10-13,4,19.8,1021.3
2018-10-14,18,23.6,1018.9
2018-10-15,20,31.9,1015.9
2018-10-16,13,31,1012.5
2018-10-17,347,22.6,1012.3
2018-10-18,336,17.8,1013.8
2018-10-19,7,26.1,1012.3
2018-10-20,203,16.8,1014
2018-10-21,242,11.6,1018.8
2018-10-22,0,29.9,1012.7
2018-10-23,207,17.8,1014.7
2018-10-24,196,16.3,1022.5
2018-10-25,243,14.8,1019.1
2018-10-26,215,13.8,1019.4
2018-10-27,224,19.6,1017.2
2018-10-28,171,19,1019.4
2018-10-29,158,15.6,1018.6
2018-10-30,247,14.9,1016.2
2018-10-31,170,11.1,1019.3
2018-11-01,348,15.5,1013.2
2018-11-02,325,35.1,1006.7
2018-11-03,251,22.4,1015.8
2018-11-04,259,12.2,1012.8
2018-11-05,334,18.4,1005.4
2018-11-06,204,13.1,1004.1
2018-11-07,244,19.9,1010.4
2018-11-08,242,16.9,1018.7
2018-11-09,336,15.1,1018.8
2018-11-10,216,15.8,1018.5
2018-11-11,165,11.3,1020.7
2018-11-12,2,16.3,1016.5
2018-11-13,356,32.6,1009.8
2018-11-14,173,13.8,1015
2018-11-15,181,20.9,1022.4
2018-11-16,200,16.4,1021.1
2018-11-17,189,20.2,1023.5
2018-11-18,224,15.4,1019.9
2018-11-19,9,24,1013.8
2018-11-20,4,28.5,1004.3
2018-11-21,281,17.3,962.2
2018-11-22,0,20.7,997.3
2018-11-23,234,33,1005.1
2018-11-24,218,21.4,1007.9
2018-11-25,199,17.8,1007
2018-11-26,193,14.8,1008.2
2018-11-27,182,17.5,1006
2018-11-28,174,27.7,1009.3
2018-11-29,175,19.5,1013.7
2018-11-30,185,14.9,1012
2018-12-01,2,24.6,1005.3
2018-12-02,248,24.5,1004
2018-12-03,278,26.9,1009.8
2018-12-04,191,17.4,1017.8
2018-12-05,163,13.2,1019.3
2018-12-06,358,22.6,1015
2018-12-07,0,34.9,1012.2
2018-12-08,222,14,1015.6
2018-12-09,187,12.6,1017.3
2018-12-10,194,17.1,1018.2
2018-12-11,184,14.4,1016.3
2018-12-12,358,22,1007.3
2018-12-13,204,16.8,997.9
2018-12-14,352,13.2,1002.5
2018-12-15,345,14.5,1004.4
2018-12-16,349,18.1,1005.2
2018-12-17,206,15,1011.7
2018-12-18,191,14.9,1015.3
2018-12-19,232,11.2,1011.2
2018-12-20,210,17.5,1009.9
2018-12-21,199,23.7,1010.7
2018-12-22,185,20.7,1018.1
2018-12-23,169,11,1019.9
2018-12-24,341,18.9,1016
2018-12-25,197,14.5,1016.4
2018-12-26,195,9.6,1015.2
2018-12-27,325,17.9,1007.9
2018-12-28,282,17.6,1006.2
2018-12-29,206,14.1,1011.3
2018-12-30,192,13.9,1013.1
2018-12-31,181,12,1011.9
2019-01-01,200,13.6,1012.2
2019-01-02,170,18.7,1013.1
2019-01-03,171,10.8,1010.8
2019-01-04,355,30,1006
2019-01-05,186,19.3,1013.3
2019-01-06,195,18.7,1019.1
2019-01-07,155,18,1016.9
2019-01-08,201,17.1,1011.2
2019-01-09,182,21.1,1015.7
2019-01-10,176,14,1018.6
2019-01-11,233,12.9,1014.2
2019-01-12,176,26.8,1015.5
2019-01-13,182,20.5,1017.8
2019-01-14,222,15.9,1011.4
2019-01-15,0,11.8,1009.3
2019-01-16,222,12.9,1010.6
2019-01-17,332,13.8,1008.1
2019-01-18,135,14.8,1009.8
2019-01-19,197,18.2,1019.8
2019-01-20,186,15.1,1020.7
2019-01-21,166,15.4,1016.3
2019-01-22,182,12.2,1012.6
2019-01-23,192,17.8,1015
2019-01-24,355,14.5,1010.8
2019-01-25,3,33.9,1005.5
2019-01-26,183,15.6,1008.6
2019-01-27,225,16.4,1011.6
2019-01-28,53,15.3,1013.2
2019-01-29,325,19.6,1010.4
2019-01-30,341,18.3,1005.8
2019-01-31,189,26.6,1013.1
2019-02-01,165,24.6,1020
2019-02-02,335,18.7,1012.5
2019-02-03,310,21.7,1009.2
2019-02-04,197,21.2,1014.6
2019-02-05,206,17.6,1015.6
2019-02-06,33,13.8,1011.9
2019-02-07,225,15.9,1009.7
2019-02-08,195,17.5,1007.1
2019-02-09,260,25.6,1003.2
2019-02-10,233,15.6,1008.9
2019-02-11,329,16.2,1002.3
2019-02-12,287,27.2,997.2
2019-02-13,239,20.6,1010.9
2019-02-14,235,15.7,1019.4
2019-02-15,175,14.6,1022.3
2019-02-16,223,14.9,1017.7
2019-02-17,160,12.6,1011.2
2019-02-18,181,20.5,1007.1
2019-02-19,206,19.2,1012.3
2019-02-20,222,14.8,1014.7
2019-02-21,201,18.6,1019.9
2019-02-22,155,20.7,1023.1
2019-02-23,161,18.1,1024.1
2019-02-24,8,16.2,1023.9
2019-02-25,355,27,1022.2
2019-02-26,187,18.1,1021.4
2019-02-27,169,9.4,1020.4
2019-02-28,357,28.3,1017.5
2019-03-01,10,23.9,1018.7
2019-03-02,4,28.2,1017.9
2019-03-03,340,26.1,1017
2019-03-04,201,11.5,1017.9
2019-03-05,216,12.3,1011
2019-03-06,226,23.9,1015.2
2019-03-07,349,11.3,1021.2
2019-03-08,346,19.8,1017.3
2019-03-09,235,13.4,1017.1
2019-03-10,304,17.7,1012.1
2019-03-11,189,13.9,1010.2
2019-03-12,241,20.8,1011.8
2019-03-13,201,14.2,1017.9
2019-03-14,204,14.8,1016.4
2019-03-15,203,16.8,1019.1
2019-03-16,209,13.2,1019.4
2019-03-17,238,13.1,1017.4
2019-03-18,205,15.3,1016.1
2019-03-19,192,14,1015.5
2019-03-20,214,13.5,1015
2019-03-21,208,13.2,1015.4
2019-03-22,301,12.5,1013.4
2019-03-23,16,26.7,1008.3
2019-03-24,9,24.7,1007
2019-03-25,283,31.6,1006.6
2019-03-26,255,21.7,1018.7
2019-03-27,289,11.4,1022.1
2019-03-28,352,19.8,1015.1
2019-03-29,329,30.4,1005.7
2019-03-30,245,27.1,1010
2019-03-31,237,19,1016.4
2019-04-01,195,9.8,1024.7
2019-04-02,357,16.3,1024.2
2019-04-03,274,23.3,1025.6
2019-04-04,169,10.7,1028.6
2019-04-05,5,33.2,1020.7
2019-04-06,210,18,1018.4
2019-04-07,337,20.3,1015.4
2019-04-08,320,21.9,1012.2
2019-04-09,239,20.6,1018.7
2019-04-10,206,13.9,1026.4
2019-04-11,143,11.7,1026.2
2019-04-12,340,14.4,1023
2019-04-13,180,11.5,1024.2
2019-04-14,220,10.5,1022.7
2019-04-15,8,16.7,1019.7
2019-04-16,4,32.2,1019.3
2019-04-17,354,38.3,1017.7
2019-04-18,191,18,1026.4
2019-04-19,221,9.7,1026
2019-04-20,4,18.4,1021.2
2019-04-21,356,27.2,1018.1
2019-04-22,192,12.6,1025.3
2019-04-23,207,11.4,1027.1
2019-04-24,242,9.2,1023.3
2019-04-25,312,14.8,1019.8
2019-04-26,262,25.4,1018.6
2019-04-27,267,20.2,1025.2
2019-04-28,246,19.3,1024.8
2019-04-29,256,10,1024
2019-04-30,9,26.2,1014.4
2019-05-01,6,27.7,1012.1
2019-05-02,4,22.7,1015.7
2019-05-03,333,19.9,1015.6
2019-05-04,231,21,1019.8
2019-05-05,215,15.8,1024.6
2019-05-06,226,12.3,1021.1
2019-05-07,0,25.7,1011.6
2019-05-08,284,22.7,1012.1
2019-05-09,2,30.6,1011.3
2019-05-10,213,19.2,1014
2019-05-11,252,19.5,1025.1
2019-05-12,333,14.3,1027.5
2019-05-13,350,19,1026.3
2019-05-14,307,17.5,1027.9
2019-05-15,227,8.2,1030.6
2019-05-16,324,8,1027.8
2019-05-17,10,13.2,1026.9
2019-05-18,338,12.5,1029
2019-05-19,3,25.5,1026.5
2019-05-20,0,33.5,1020.2
2019-05-21,348,20.8,1022.8
2019-05-22,337,18.3,1027
2019-05-23,2,35,1023.7
2019-05-24,360,40.9,1016.5
2019-05-25,324,22.5,1012.4
2019-05-26,324,22.5,1011.2
2019-05-27,270,30,1009.4
2019-05-28,324,26.3,1007.6
2019-05-29,265,31.6,1005.7
2019-05-30,248,24.6,1020.9
2019-05-31,223,19.2,1026.9
2019-06-01,194,12.4,1031.1
2019-06-02,262,11.9,1025.6
2019-06-03,202,21.7,1020.7
2019-06-04,190,17.1,1027.5
2019-06-05,229,17.4,1031.6
2019-06-06,218,16.3,1034.2
2019-06-07,299,9.7,1034.7
2019-06-08,359,21.5,1026.8
2019-06-09,7,29.5,1019.4
2019-06-10,341,27.4,1013.4
2019-06-11,6,26.8,1020.5
2019-06-12,355,33.7,1012.7
2019-06-13,340,17.5,1015.4
2019-06-14,325,18.9,1017.7
2019-06-15,342,15.3,1020.7
2019-06-16,357,18.1,1022
2019-06-17,356,19.5,1021.6
2019-06-18,308,22.8,1018.8
2019-06-19,249,14.2,1025.2
2019-06-20,257,12,1025.7
2019-06-21,230,14.5,1028.8
2019-06-22,225,10.6,1030.3
2019-06-23,323,8.2,1031
2019-06-24,17,9.2,1032.6
2019-06-25,7,18.8,1033.3
2019-06-26,5,18.2,1033.6
2019-06-27,7,29.3,1030.1
2019-06-28,0,27.5,1024.6
2019-06-29,358,37.2,1011.9
2019-06-30,331,21.7,1018
2019-07-01,2,35.1,1019.2
2019-07-02,335,27.2,1020.3
2019-07-03,225,9.6,1030.7
2019-07-04,262,7,1035.6
2019-07-05,6,11.4,1034
2019-07-06,6,16.6,1031.6
2019-07-07,13,27.3,1027
2019-07-08,291,14.9,1024
2019-07-09,339,17.8,1019.3
2019-07-10,356,36.4,1007.8
2019-07-11,322,26.8,1006.2
2019-07-12,307,30.7,1005.9
2019-07-13,258,29.9,1015.3
2019-07-14,281,29.8,1018.7
2019-07-15,232,25.4,1021.1
2019-07-16,250,18.2,1022.5
2019-07-17,293,16.8,1016.7
2019-07-18,318,22.4,1016.5
2019-07-19,343,17.9,1019.6
2019-07-20,6,37.4,1016.4
2019-07-21,1,32.3,1011
2019-07-22,5,36.4,1011.4
2019-07-23,330,30.4,1009.6
2019-07-24,325,17.9,1021.1
2019-07-25,354,19,1023.2
2019-07-26,0,25,1020.8
2019-07-27,310,9.5,1023.3
2019-07-28,352,11,1023.3
2019-07-29,261,13.9,1022.2
2019-07-30,201,13.7,1028.2
2019-07-31,250,6.4,1031.3
2019-08-01,247,9.4,1032
2019-08-02,238,12,1032.1
2019-08-03,255,16.8,1030.5
2019-08-04,307,8.6,1029.1
2019-08-05,347,21.7,1023.7
2019-08-06,3,40,1015.9
2019-08-07,353,23.8,1008.5
2019-08-08,329,22.9,998.1
2019-08-09,276,34.1,997.5
2019-08-10,263,26,1004.1
2019-08-11,229,26.6,1009.6
2019-08-12,237,18,1023.2
2019-08-13,251,13.3,1026.5
2019-08-14,1,15.7,1026
2019-08-15,1,38.3,1020
2019-08-16,319,34,1015
2019-08-17,354,11.7,1018.7
2019-08-18,337,36.9,1007.6
2019-08-19,262,25.7,1018.5
2019-08-20,275,26.3,1022.3
2019-08-21,250,31.4,1018.4
2019-08-22,209,24.3,1022.7
2019-08-23,349,22.1,1022.8
2019-08-24,346,37.2,1015
2019-08-25,232,16.3,1021.2
2019-08-26,256,9.6,1024.8
2019-08-27,283,12.8,1023.9
2019-08-28,302,18.1,1021.3
2019-08-29,191,16,1028.7
2019-08-30,269,8.6,1027.3
2019-08-31,4,26.6,1021.9
2019-09-01,349,28.2,1017.3
2019-09-02,323,17.6,1019
2019-09-03,349,16.4,1015
2019-09-04,271,12.4,1015
2019-09-05,11,18.9,1011.9
2019-09-06,278,17.9,1002.5
2019-09-07,249,28.8,1011.7
2019-09-08,266,22,1014.8
2019-09-09,209,27,1022.8
2019-09-10,228,10.7,1028.2
2019-09-11,2,23.5,1027.4
2019-09-12,304,31.2,1020
2019-09-13,256,11.7,1023.8
2019-09-14,304,14.6,1024.1
2019-09-15,356,28.6,1016.8
2019-09-16,202,21.2,1021.1
2019-09-17,183,15.6,1027.4
2019-09-18,347,14.1,1026.5
2019-09-19,12,32.7,1019.4
2019-09-20,15,40.7,1013.9
2019-09-21,318,24.8,1010.3
2019-09-22,319,17.4,1021.8
2019-09-23,269,16,1024.2
2019-09-24,269,15.6,1028.2
2019-09-25,247,10.5,1028.3
2019-09-26,355,14.8,1024.2
2019-09-27,309,32,1017.1
2019-09-28,208,13.1,1021.3
2019-09-29,226,16.7,1021.9
2019-09-30,187,15.5,1027.7
2019-10-01,4,15.8,1027.5
2019-10-02,9,19.7,1023
2019-10-03,5,25.3,1018.3
2019-10-04,193,16.1,1022.6
2019-10-05,145,11.5,1017.8
2019-10-06,292,30.4,1007.4
2019-10-07,225,16.1,1013.3
2019-10-08,216,22.8,1018.5
2019-10-09,195,19.3,1026.5
2019-10-10,193,13.9,1024.4
2019-10-11,173,13.9,1018.6
2019-10-12,141,10.1,1017.9
2019-10-13,8,23.6,1016.5
2019-10-14,354,20,1012.7
2019-10-15,180,13.9,1013.9
2019-10-16,296,11.3,1010
2019-10-17,266,25.7,1010.5
2019-10-18,309,24.7,1013.6
2019-10-19,261,20.9,1016.3
2019-10-20,242,20.4,1025.1
2019-10-21,190,12.5,1027.8
2019-10-22,178,9.7,1024.6
2019-10-23,75,11.7,1019.7
2019-10-24,6,25.9,1011.8
2019-10-25,293,23.8,1003.7
2019-10-26,280,31.9,1006.6
2019-10-27,269,17.6,1016.7
2019-10-28,238,10.5,1022.2
2019-10-29,346,22,1017.8
2019-10-30,199,13.5,1015.2
2019-10-31,353,25.1,1011.2
2019-11-01,3,25.8,1007.6
2019-11-02,359,20.1,1009.7
2019-11-03,238,13.8,1012.3
2019-11-04,297,13.5,1015.4
2019-11-05,271,15.4,1017.3
2019-11-06,308,27.4,1005.9
2019-11-07,282,30.4,1002.9
2019-11-08,235,22.7,1006.3
2019-11-09,251,28.4,1015
2019-11-10,244,19.1,1015.9
2019-11-11,346,27.4,1009
2019-11-12,239,33.1,1008.2
2019-11-13,257,23.1,1015.8
2019-11-14,270,18.6,1014.1
2019-11-15,250,22.5,1012
2019-11-16,233,18.8,1018.1
2019-11-17,201,17,1020.3
2019-11-18,294,16.2,1014.9
2019-11-19,192,13.4,1013.5
2019-11-20,49,16.6,1011.1
2019-11-21,354,40.1,1005
2019-11-22,184,17.7,1015.5
2019-11-23,227,18,1017.4
2019-11-24,184,13.4,1015.9
2019-11-25,346,22.1,1007.1
2019-11-26,213,25.7,1008.8
2019-11-27,292,15.5,1014.7
2019-11-28,201,14,1014.9
2019-11-29,204,14,1012.8
2019-11-30,199,13.5,1012.1
2019-12-01,313,18.4,1001.1
2019-12-02,244,29.5,998.8
2019-12-03,261,34,1005.7
2019-12-04,246,23.6,1010.2
2019-12-05,252,21.3,1008.3
2019-12-06,230,25.4,1011.7
2019-12-07,209,18.1,1016.3
2019-12-08,166,11.8,1017.8
2019-12-09,355,25.3,1013.4
2019-12-10,166,21.8,1018.4
2019-12-11,171,21.9,1018
2019-12-12,193,21,1018.2
2019-12-13,215,19.5,1017.1
2019-12-14,213,17.7,1014.1
2019-12-15,207,14.4,1010.3
2019-12-16,186,12.3,1014.9
2019-12-17,159,10.7,1017.9
2019-12-18,329,17.6,1013.4
2019-12-19,166,15.7,1016.3
2019-12-20,343,22,1010.7
2019-12-21,179,27.8,1016.8
2019-12-22,170,22.9,1022.1
2019-12-23,193,17.2,1018.2
2019-12-24,175,17.4,1016.9
2019-12-25,196,15.8,1016
2019-12-26,181,16.6,1020
2019-12-27,160,13.1,1016.6
2019-12-28,256,19.4,1012.3
2019-12-29,207,11.2,1013
2019-12-30,352,32.5,1004.8
2019-12-31,178,22.3,1010.8
2020-01-01,175,14.8,1016
2020-01-02,157,14.9,1018.5
2020-01-03,227,12.6,1011.6
2020-01-04,191,29.6,1010.4
2020-01-05,157,25.7,1021.3
2020-01-06,196,12.6,1019.3
2020-01-07,171,16,1017.2
2020-01-08,178,21.7,1017.5
2020-01-09,143,13.2,1012.8
2020-01-10,315,28.7,1007.2
2020-01-11,198,23.1,1017.8
2020-01-12,186,19.9,1019.9
2020-01-13,352,19.9,1014.1
2020-01-14,177,14,1013.2
2020-01-15,0,23.8,1007.6
2020-01-16,192,24,1011.5
2020-01-17,183,18.5,1011.3
2020-01-18,206,13.2,1007.9
2020-01-19,188,16.3,1004.6
2020-01-20,204,20.1,1004.7
2020-01-21,221,16.5,1008.5
2020-01-22,354,36.5,1001.4
2020-01-23,280,22.1,999.4
2020-01-24,298,16.3,1010.9
2020-01-25,144,14.2,1013.2
2020-01-26,191,15.2,1013.8
2020-01-27,143,13,1015
2020-01-28,198,12.2,1015.3
2020-01-29,218,8.4,1015.8
2020-01-30,352,19.5,1010.7
2020-01-31,346,25.3,1006.2
2020-02-01,246,16.1,1008.5
2020-02-02,239,18.6,1010.5
2020-02-03,214,26.4,1014.5
2020-02-04,154,22.7,1020.9
2020-02-05,155,18,1020.4
2020-02-06,201,13.8,1019.4
2020-02-07,222,13.5,1021.1
2020-02-08,161,20.1,1020.3
2020-02-09,141,20,1017
2020-02-10,159,13.1,1009.8
2020-02-11,213,14,1008.8
2020-02-12,184,21.1,1012.9
2020-02-13,182,12.6,1011.3
2020-02-14,324,18.9,1006.8
2020-02-15,215,18.5,1010.2
2020-02-16,203,12.1,1012.8
2020-02-17,226,11.7,1011.2
2020-02-18,233,16.7,1005.6
2020-02-19,218,30.8,1010.3
2020-02-20,202,19.5,1015.3
2020-02-21,188,20.9,1019.6
2020-02-22,184,14.5,1021.9
2020-02-23,311,18,1018.2
2020-02-24,262,11.9,1017.9
2020-02-25,309,16.2,1010.7
2020-02-26,215,19.2,1010
2020-02-27,270,18.8,1011.8
2020-02-28,211,14.6,1014.3
2020-02-29,213,8.9,1015
2020-03-01,339,20.7,1007.7
2020-03-02,190,23.3,1014.9
2020-03-03,159,21,1019.9
2020-03-04,145,9.1,1014.3
2020-03-05,228,12.9,1005.2
2020-03-06,195,21.1,1015
2020-03-07,197,18.8,1022.1
2020-03-08,181,15.2,1020.7
2020-03-09,166,18.1,1021.8
2020-03-10,248,12.3,1020.2
2020-03-11,2,15.7,1019.4
2020-03-12,10,26.8,1018.9
2020-03-13,347,31.8,1015.3
2020-03-14,178,28.9,1023
2020-03-15,164,18.4,1024.7
2020-03-16,41,10.6,1025.2
2020-03-17,10,23.4,1023.9
2020-03-18,0,29.4,1020.1
2020-03-19,3,23.4,1016.5
2020-03-20,264,21.5,1016.8
2020-03-21,208,13.3,1021.7
2020-03-22,237,18.4,1023.7
2020-03-23,205,16.6,1027.4
2020-03-24,169,12,1023.6
2020-03-25,199,16.9,1024.1
2020-03-26,200,13.5,1026.2
2020-03-27,12,16.5,1023.3
2020-03-28,15,25.6,1018.9
2020-03-29,11,33.1,1011.7
2020-03-30,272,11.4,1012.9
2020-03-31,323,11.2,1017.1
2020-04-01,32,10.2,1016.4
2020-04-02,252,10.8,1008.5
2020-04-03,12,31.8,1003.3
2020-04-04,282,21.9,1000.4
2020-04-05,320,25.5,1008.8
2020-04-06,231,13.8,1020.5
2020-04-07,206,11.6,1023.3
2020-04-08,200,13.3,1024
2020-04-09,285,8.4,1024.7
2020-04-10,355,17.6,1013.8
2020-04-11,261,34.3,1008.5
2020-04-12,235,16.9,1019.4
2020-04-13,309,8.8,1020.5
2020-04-14,11,25.3,1022.1
2020-04-15,19,26.1,1017.1
2020-04-16,269,18.6,1010.6
2020-04-17,282,19.5,1014.4
2020-04-18,257,12.6,1014.9
2020-04-19,11,13.3,1013.5
2020-04-20,335,26.3,1010.5
2020-04-21,353,19.1,1015.4
2020-04-22,308,12.9,1018.8
2020-04-23,6,25,1015.9
2020-04-24,320,11.8,1017.2
2020-04-25,4,23,1016.7
2020-04-26,294,18.4,1015.1
2020-04-27,333,11.6,1023.1
2020-04-28,17,22.5,1016.7
2020-04-29,343,22.3,1005.4
2020-04-30,303,19.1,1005.4
2020-05-01,283,31.6,1000.8
2020-05-02,250,33.1,1007.4
2020-05-03,248,19.4,1022.6
2020-05-04,217,10.3,1028.5
2020-05-05,16,17.7,1028.4
2020-05-06,17,28.1,1023
2020-05-07,12,38.2,1012.3
2020-05-08,358,21.8,1011.6
2020-05-09,317,21.2,1009.4
2020-05-10,289,18,1022.6
2020-05-11,355,15.3,1026.8
2020-05-12,15,26.2,1022.3
2020-05-13,246,13.1,1024.8
2020-05-14,343,6.8,1029.5
2020-05-15,30,10.4,1030.2
2020-05-16,9,18.9,1029.6
2020-05-17,15,9.5,1031.1
2020-05-18,12,20.2,1028.9
2020-05-19,17,26.7,1020.9
2020-05-20,345,25.5,1012
2020-05-21,235,13.9,1016.9
2020-05-22,208,11.2,1019.7
2020-05-23,201,15,1017.7
2020-05-24,204,19.2,1021.6
2020-05-25,243,11.2,1024.8
2020-05-26,24,12.3,1023.5
2020-05-27,15,26.9,1019.4
2020-05-28,356,17.8,1021.5
2020-05-29,11,22.6,1025.3
2020-05-30,16,33.6,1018.5
2020-05-31,355,21.3,1010.9
2020-06-01,293,29.6,1007.7
2020-06-02,284,19.2,1018.7
2020-06-03,210,19.6,1028.9
2020-06-04,245,6.1,1033.1
2020-06-05,2,13.5,1029.3
2020-06-06,311,14.2,1025.6
2020-06-07,200,9.7,1026.5
2020-06-08,324,5,1031.1
2020-06-09,12,17.7,1031.6
2020-06-10,0,15,1026.6
