STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ASN00086282,"MELBOURNE AIRPORT, AS",07/12/2016,0,72,83,45
ASN00086282,"MELBOURNE AIRPORT, AS",08/12/2016,3.2,58,74,59
ASN00086282,"MELBOURNE AIRPORT, AS",09/12/2016,2.2,56,65,47
ASN00086282,"MELBOURNE AIRPORT, AS",10/12/2016,0,59,67,52
ASN00086282,"MELBOURNE AIRPORT, AS",11/12/2016,1.4,58,70,53
ASN00086282,"MELBOURNE AIRPORT, AS",12/12/2016,0,78,91,46
ASN00086282,"MELBOURNE AIRPORT, AS",13/12/2016,0,76,97,62
ASN00086282,"MELBOURNE AIRPORT, AS",14/12/2016,0,58,68,58
ASN00086282,"MELBOURNE AIRPORT, AS",15/12/2016,0,57,67,48
ASN00086282,"MELBOURNE AIRPORT, AS",16/12/2016,0,65,75,46
ASN00086282,"MELBOURNE AIRPORT, AS",17/12/2016,0,56,71,55
ASN00086282,"MELBOURNE AIRPORT, AS",18/12/2016,0,56,65,44
ASN00086282,"MELBOURNE AIRPORT, AS",19/12/2016,0,73,88,42
ASN00086282,"MELBOURNE AIRPORT, AS",20/12/2016,2.4,62,74,57
ASN00086282,"MELBOURNE AIRPORT, AS",21/12/2016,0,61,69,49
ASN00086282,"MELBOURNE AIRPORT, AS",22/12/2016,0,62,72,57
ASN00086282,"MELBOURNE AIRPORT, AS",23/12/2016,0,73,90,53
ASN00086282,"MELBOURNE AIRPORT, AS",24/12/2016,1.4,76,95,58
ASN00086282,"MELBOURNE AIRPORT, AS",25/12/2016,0,87,98,56
ASN00086282,"MELBOURNE AIRPORT, AS",26/12/2016,0,67,86,78
ASN00086282,"MELBOURNE AIRPORT, AS",27/12/2016,1.6,75,82,62
ASN00086282,"MELBOURNE AIRPORT, AS",28/12/2016,1.4,86,101,66
ASN00086282,"MELBOURNE AIRPORT, AS",29/12/2016,0,75,94,77
ASN00086282,"MELBOURNE AIRPORT, AS",30/12/2016,62.8,70,88,67
ASN00086282,"MELBOURNE AIRPORT, AS",31/12/2016,0,67,77,61
ASN00086282,"MELBOURNE AIRPORT, AS",01/01/2017,0.4,61,71,60
ASN00086282,"MELBOURNE AIRPORT, AS",02/01/2017,2,60,67,55
ASN00086282,"MELBOURNE AIRPORT, AS",03/01/2017,0.6,63,70,56
ASN00086282,"MELBOURNE AIRPORT, AS",04/01/2017,0,75,86,58
ASN00086282,"MELBOURNE AIRPORT, AS",05/01/2017,0,74,93,63
ASN00086282,"MELBOURNE AIRPORT, AS",06/01/2017,0,81,94,61
ASN00086282,"MELBOURNE AIRPORT, AS",07/01/2017,0,87,98,65
ASN00086282,"MELBOURNE AIRPORT, AS",08/01/2017,0,71,94,79
ASN00086282,"MELBOURNE AIRPORT, AS",09/01/2017,0,67,75,63
ASN00086282,"MELBOURNE AIRPORT, AS",10/01/2017,0,69,85,62
ASN00086282,"MELBOURNE AIRPORT, AS",11/01/2017,0,64,80,58
ASN00086282,"MELBOURNE AIRPORT, AS",12/01/2017,0,73,84,52
ASN00086282,"MELBOURNE AIRPORT, AS",13/01/2017,1,66,86,62
ASN00086282,"MELBOURNE AIRPORT, AS",14/01/2017,4,62,76,53
ASN00086282,"MELBOURNE AIRPORT, AS",15/01/2017,0,62,73,52
ASN00086282,"MELBOURNE AIRPORT, AS",16/01/2017,0,79,92,53
ASN00086282,"MELBOURNE AIRPORT, AS",17/01/2017,0,77,101,62
ASN00086282,"MELBOURNE AIRPORT, AS",18/01/2017,0.4,60,70,57
ASN00086282,"MELBOURNE AIRPORT, AS",19/01/2017,0,66,78,48
ASN00086282,"MELBOURNE AIRPORT, AS",20/01/2017,16.6,61,70,59
ASN00086282,"MELBOURNE AIRPORT, AS",21/01/2017,0,62,72,56
ASN00086282,"MELBOURNE AIRPORT, AS",22/01/2017,0,74,86,52
ASN00086282,"MELBOURNE AIRPORT, AS",23/01/2017,0,79,99,62
ASN00086282,"MELBOURNE AIRPORT, AS",24/01/2017,0.6,63,75,63
ASN00086282,"MELBOURNE AIRPORT, AS",25/01/2017,0,64,74,50
ASN00086282,"MELBOURNE AIRPORT, AS",26/01/2017,0,64,71,56
ASN00086282,"MELBOURNE AIRPORT, AS",27/01/2017,0,66,78,61
ASN00086282,"MELBOURNE AIRPORT, AS",28/01/2017,0,69,88,54
ASN00086282,"MELBOURNE AIRPORT, AS",29/01/2017,0,73,84,57
ASN00086282,"MELBOURNE AIRPORT, AS",30/01/2017,0,71,87,62
ASN00086282,"MELBOURNE AIRPORT, AS",31/01/2017,0,63,73,60
ASN00086282,"MELBOURNE AIRPORT, AS",01/02/2017,0,62,70,53
ASN00086282,"MELBOURNE AIRPORT, AS",02/02/2017,0,65,80,50
ASN00086282,"MELBOURNE AIRPORT, AS",03/02/2017,0,66,83,55
ASN00086282,"MELBOURNE AIRPORT, AS",04/02/2017,0,78,98,53
ASN00086282,"MELBOURNE AIRPORT, AS",05/02/2017,0,71,88,63
ASN00086282,"MELBOURNE AIRPORT, AS",06/02/2017,25.6,60,63,57
ASN00086282,"MELBOURNE AIRPORT, AS",07/02/2017,0,69,80,58
ASN00086282,"MELBOURNE AIRPORT, AS",08/02/2017,0,86,96,58
ASN00086282,"MELBOURNE AIRPORT, AS",09/02/2017,0,73,99,73
ASN00086282,"MELBOURNE AIRPORT, AS",10/02/2017,0,71,88,62
ASN00086282,"MELBOURNE AIRPORT, AS",11/02/2017,0,65,81,62
ASN00086282,"MELBOURNE AIRPORT, AS",12/02/2017,1,59,69,56
ASN00086282,"MELBOURNE AIRPORT, AS",13/02/2017,0,61,70,54
ASN00086282,"MELBOURNE AIRPORT, AS",14/02/2017,0.4,57,69,56
ASN00086282,"MELBOURNE AIRPORT, AS",15/02/2017,0,72,89,46
ASN00086282,"MELBOURNE AIRPORT, AS",16/02/2017,0,64,77,62
ASN00086282,"MELBOURNE AIRPORT, AS",17/02/2017,0,65,78,52
ASN00086282,"MELBOURNE AIRPORT, AS",18/02/2017,0,56,67,50
ASN00086282,"MELBOURNE AIRPORT, AS",19/02/2017,0,54,63,47
ASN00086282,"MELBOURNE AIRPORT, AS",20/02/2017,4.8,58,72,49
ASN00086282,"MELBOURNE AIRPORT, AS",21/02/2017,0,64,77,45
ASN00086282,"MELBOURNE AIRPORT, AS",22/02/2017,0,75,93,49
ASN00086282,"MELBOURNE AIRPORT, AS",23/02/2017,0,67,80,54
ASN00086282,"MELBOURNE AIRPORT, AS",24/02/2017,0,61,70,59
ASN00086282,"MELBOURNE AIRPORT, AS",25/02/2017,0.6,61,70,56
ASN00086282,"MELBOURNE AIRPORT, AS",26/02/2017,0,71,86,53
ASN00086282,"MELBOURNE AIRPORT, AS",27/02/2017,0,76,91,56
ASN00086282,"MELBOURNE AIRPORT, AS",28/02/2017,0,77,93,61
ASN00086282,"MELBOURNE AIRPORT, AS",01/03/2017,0,71,92,59
ASN00086282,"MELBOURNE AIRPORT, AS",02/03/2017,0,69,79,53
ASN00086282,"MELBOURNE AIRPORT, AS",03/03/2017,0,69,81,62
ASN00086282,"MELBOURNE AIRPORT, AS",04/03/2017,0,72,85,58
ASN00086282,"MELBOURNE AIRPORT, AS",05/03/2017,0,69,79,64
ASN00086282,"MELBOURNE AIRPORT, AS",06/03/2017,0,66,82,62
ASN00086282,"MELBOURNE AIRPORT, AS",07/03/2017,0,67,82,51
ASN00086282,"MELBOURNE AIRPORT, AS",08/03/2017,0,72,88,53
ASN00086282,"MELBOURNE AIRPORT, AS",09/03/2017,0,74,91,56
ASN00086282,"MELBOURNE AIRPORT, AS",10/03/2017,0,69,80,56
ASN00086282,"MELBOURNE AIRPORT, AS",11/03/2017,0,69,82,60
ASN00086282,"MELBOURNE AIRPORT, AS",12/03/2017,0.6,70,92,61
ASN00086282,"MELBOURNE AIRPORT, AS",13/03/2017,0,69,80,54
ASN00086282,"MELBOURNE AIRPORT, AS",14/03/2017,0,79,91,60
ASN00086282,"MELBOURNE AIRPORT, AS",15/03/2017,0,80,93,67
ASN00086282,"MELBOURNE AIRPORT, AS",16/03/2017,2.8,64,74,68
ASN00086282,"MELBOURNE AIRPORT, AS",17/03/2017,0,60,71,55
ASN00086282,"MELBOURNE AIRPORT, AS",18/03/2017,0,72,87,50
ASN00086282,"MELBOURNE AIRPORT, AS",19/03/2017,0,77,94,59
ASN00086282,"MELBOURNE AIRPORT, AS",20/03/2017,7,71,84,65
ASN00086282,"MELBOURNE AIRPORT, AS",21/03/2017,6.4,69,82,65
ASN00086282,"MELBOURNE AIRPORT, AS",22/03/2017,5,63,70,63
ASN00086282,"MELBOURNE AIRPORT, AS",23/03/2017,0.4,63,77,58
ASN00086282,"MELBOURNE AIRPORT, AS",24/03/2017,0,69,78,52
ASN00086282,"MELBOURNE AIRPORT, AS",25/03/2017,0,71,89,59
ASN00086282,"MELBOURNE AIRPORT, AS",26/03/2017,4.8,72,79,63
ASN00086282,"MELBOURNE AIRPORT, AS",27/03/2017,0,63,89,64
ASN00086282,"MELBOURNE AIRPORT, AS",28/03/2017,2.2,65,76,50
ASN00086282,"MELBOURNE AIRPORT, AS",29/03/2017,0,61,82,54
ASN00086282,"MELBOURNE AIRPORT, AS",30/03/2017,3.2,54,66,46
ASN00086282,"MELBOURNE AIRPORT, AS",31/03/2017,1,55,66,49
ASN00086282,"MELBOURNE AIRPORT, AS",01/04/2017,0,57,66,45
ASN00086282,"MELBOURNE AIRPORT, AS",02/04/2017,0.4,55,65,52
ASN00086282,"MELBOURNE AIRPORT, AS",03/04/2017,0,57,71,42
ASN00086282,"MELBOURNE AIRPORT, AS",04/04/2017,0,62,77,44
ASN00086282,"MELBOURNE AIRPORT, AS",05/04/2017,0,64,79,50
ASN00086282,"MELBOURNE AIRPORT, AS",06/04/2017,0,66,79,53
ASN00086282,"MELBOURNE AIRPORT, AS",07/04/2017,0,69,80,54
ASN00086282,"MELBOURNE AIRPORT, AS",08/04/2017,0,67,84,60
ASN00086282,"MELBOURNE AIRPORT, AS",09/04/2017,7.2,52,59,51
ASN00086282,"MELBOURNE AIRPORT, AS",10/04/2017,40.8,54,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",11/04/2017,2,58,66,51
ASN00086282,"MELBOURNE AIRPORT, AS",12/04/2017,0,57,67,51
ASN00086282,"MELBOURNE AIRPORT, AS",13/04/2017,0.2,61,74,47
ASN00086282,"MELBOURNE AIRPORT, AS",14/04/2017,0,56,64,51
ASN00086282,"MELBOURNE AIRPORT, AS",15/04/2017,0.2,54,62,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/04/2017,0,60,71,46
ASN00086282,"MELBOURNE AIRPORT, AS",17/04/2017,0,57,64,51
ASN00086282,"MELBOURNE AIRPORT, AS",18/04/2017,0,60,71,50
ASN00086282,"MELBOURNE AIRPORT, AS",19/04/2017,0,70,79,50
ASN00086282,"MELBOURNE AIRPORT, AS",20/04/2017,0,68,79,59
ASN00086282,"MELBOURNE AIRPORT, AS",21/04/2017,7.6,62,66,60
ASN00086282,"MELBOURNE AIRPORT, AS",22/04/2017,7.6,63,72,59
ASN00086282,"MELBOURNE AIRPORT, AS",23/04/2017,1.6,63,72,56
ASN00086282,"MELBOURNE AIRPORT, AS",24/04/2017,3.8,65,74,59
ASN00086282,"MELBOURNE AIRPORT, AS",25/04/2017,20.4,57,65,60
ASN00086282,"MELBOURNE AIRPORT, AS",26/04/2017,8.2,48,58,49
ASN00086282,"MELBOURNE AIRPORT, AS",27/04/2017,3,53,58,43
ASN00086282,"MELBOURNE AIRPORT, AS",28/04/2017,0,60,65,49
ASN00086282,"MELBOURNE AIRPORT, AS",29/04/2017,0,58,67,54
ASN00086282,"MELBOURNE AIRPORT, AS",30/04/2017,0.2,57,61,54
ASN00086282,"MELBOURNE AIRPORT, AS",01/05/2017,0,55,66,49
ASN00086282,"MELBOURNE AIRPORT, AS",02/05/2017,2,49,59,44
ASN00086282,"MELBOURNE AIRPORT, AS",03/05/2017,2.6,49,59,43
ASN00086282,"MELBOURNE AIRPORT, AS",04/05/2017,0,50,62,38
ASN00086282,"MELBOURNE AIRPORT, AS",05/05/2017,0,59,67,39
ASN00086282,"MELBOURNE AIRPORT, AS",06/05/2017,0,52,67,49
ASN00086282,"MELBOURNE AIRPORT, AS",07/05/2017,0.2,50,58,44
ASN00086282,"MELBOURNE AIRPORT, AS",08/05/2017,0,53,59,44
ASN00086282,"MELBOURNE AIRPORT, AS",09/05/2017,1.4,52,60,49
ASN00086282,"MELBOURNE AIRPORT, AS",10/05/2017,0,51,63,43
ASN00086282,"MELBOURNE AIRPORT, AS",11/05/2017,0,51,62,40
ASN00086282,"MELBOURNE AIRPORT, AS",12/05/2017,0,55,67,40
ASN00086282,"MELBOURNE AIRPORT, AS",13/05/2017,0,49,59,45
ASN00086282,"MELBOURNE AIRPORT, AS",14/05/2017,0,51,56,39
ASN00086282,"MELBOURNE AIRPORT, AS",15/05/2017,0,49,60,43
ASN00086282,"MELBOURNE AIRPORT, AS",16/05/2017,0.2,56,65,38
ASN00086282,"MELBOURNE AIRPORT, AS",17/05/2017,0.6,55,60,47
ASN00086282,"MELBOURNE AIRPORT, AS",18/05/2017,0,56,67,46
ASN00086282,"MELBOURNE AIRPORT, AS",19/05/2017,0.2,55,63,48
ASN00086282,"MELBOURNE AIRPORT, AS",20/05/2017,4.8,57,65,49
ASN00086282,"MELBOURNE AIRPORT, AS",21/05/2017,0,57,63,49
ASN00086282,"MELBOURNE AIRPORT, AS",22/05/2017,0,60,66,52
ASN00086282,"MELBOURNE AIRPORT, AS",23/05/2017,0,56,64,56
ASN00086282,"MELBOURNE AIRPORT, AS",24/05/2017,0,56,63,46
ASN00086282,"MELBOURNE AIRPORT, AS",25/05/2017,0,57,63,53
ASN00086282,"MELBOURNE AIRPORT, AS",26/05/2017,0,56,63,52
ASN00086282,"MELBOURNE AIRPORT, AS",27/05/2017,0,56,64,50
ASN00086282,"MELBOURNE AIRPORT, AS",28/05/2017,5.8,46,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",29/05/2017,1,52,57,39
ASN00086282,"MELBOURNE AIRPORT, AS",30/05/2017,0.6,46,56,48
ASN00086282,"MELBOURNE AIRPORT, AS",31/05/2017,0,49,55,40
ASN00086282,"MELBOURNE AIRPORT, AS",01/06/2017,0,48,55,44
ASN00086282,"MELBOURNE AIRPORT, AS",02/06/2017,0,51,58,41
ASN00086282,"MELBOURNE AIRPORT, AS",03/06/2017,0,46,58,45
ASN00086282,"MELBOURNE AIRPORT, AS",04/06/2017,0.2,49,59,38
ASN00086282,"MELBOURNE AIRPORT, AS",05/06/2017,0,52,63,41
ASN00086282,"MELBOURNE AIRPORT, AS",06/06/2017,6.8,49,55,45
ASN00086282,"MELBOURNE AIRPORT, AS",07/06/2017,1.8,46,56,41
ASN00086282,"MELBOURNE AIRPORT, AS",08/06/2017,0,49,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",09/06/2017,4.6,49,58,44
ASN00086282,"MELBOURNE AIRPORT, AS",10/06/2017,0,47,58,42
ASN00086282,"MELBOURNE AIRPORT, AS",11/06/2017,0,52,62,38
ASN00086282,"MELBOURNE AIRPORT, AS",12/06/2017,0,53,62,44
ASN00086282,"MELBOURNE AIRPORT, AS",13/06/2017,0,46,57,42
ASN00086282,"MELBOURNE AIRPORT, AS",14/06/2017,0,52,61,36
ASN00086282,"MELBOURNE AIRPORT, AS",15/06/2017,0,52,63,44
ASN00086282,"MELBOURNE AIRPORT, AS",16/06/2017,0,48,62,43
ASN00086282,"MELBOURNE AIRPORT, AS",17/06/2017,0,49,60,39
ASN00086282,"MELBOURNE AIRPORT, AS",18/06/2017,0,51,61,43
ASN00086282,"MELBOURNE AIRPORT, AS",19/06/2017,0,51,60,42
ASN00086282,"MELBOURNE AIRPORT, AS",20/06/2017,0,51,60,41
ASN00086282,"MELBOURNE AIRPORT, AS",21/06/2017,0.2,48,56,46
ASN00086282,"MELBOURNE AIRPORT, AS",22/06/2017,0,49,55,36
ASN00086282,"MELBOURNE AIRPORT, AS",23/06/2017,0,50,56,42
ASN00086282,"MELBOURNE AIRPORT, AS",24/06/2017,1.2,48,55,42
ASN00086282,"MELBOURNE AIRPORT, AS",25/06/2017,0,50,57,42
ASN00086282,"MELBOURNE AIRPORT, AS",26/06/2017,0.4,48,55,42
ASN00086282,"MELBOURNE AIRPORT, AS",27/06/2017,0.4,47,51,42
ASN00086282,"MELBOURNE AIRPORT, AS",28/06/2017,0,50,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",29/06/2017,0,47,54,45
ASN00086282,"MELBOURNE AIRPORT, AS",30/06/2017,0.8,40,53,40
ASN00086282,"MELBOURNE AIRPORT, AS",01/07/2017,0,43,55,31
ASN00086282,"MELBOURNE AIRPORT, AS",02/07/2017,0,46,55,31
ASN00086282,"MELBOURNE AIRPORT, AS",03/07/2017,0,50,55,37
ASN00086282,"MELBOURNE AIRPORT, AS",04/07/2017,4,54,61,46
ASN00086282,"MELBOURNE AIRPORT, AS",05/07/2017,0.2,48,58,48
ASN00086282,"MELBOURNE AIRPORT, AS",06/07/2017,0,49,58,37
ASN00086282,"MELBOURNE AIRPORT, AS",07/07/2017,0,47,55,44
ASN00086282,"MELBOURNE AIRPORT, AS",08/07/2017,0,48,57,39
ASN00086282,"MELBOURNE AIRPORT, AS",09/07/2017,0,48,57,41
ASN00086282,"MELBOURNE AIRPORT, AS",10/07/2017,0,50,61,41
ASN00086282,"MELBOURNE AIRPORT, AS",11/07/2017,1,45,57,39
ASN00086282,"MELBOURNE AIRPORT, AS",12/07/2017,0,48,58,35
ASN00086282,"MELBOURNE AIRPORT, AS",13/07/2017,0,51,55,39
ASN00086282,"MELBOURNE AIRPORT, AS",14/07/2017,0.4,47,59,47
ASN00086282,"MELBOURNE AIRPORT, AS",15/07/2017,0.2,45,54,35
ASN00086282,"MELBOURNE AIRPORT, AS",16/07/2017,0,47,52,37
ASN00086282,"MELBOURNE AIRPORT, AS",17/07/2017,0,50,59,41
ASN00086282,"MELBOURNE AIRPORT, AS",18/07/2017,0.4,50,58,45
ASN00086282,"MELBOURNE AIRPORT, AS",19/07/2017,2.8,47,54,44
ASN00086282,"MELBOURNE AIRPORT, AS",20/07/2017,2.8,43,51,41
ASN00086282,"MELBOURNE AIRPORT, AS",21/07/2017,1.6,47,57,34
ASN00086282,"MELBOURNE AIRPORT, AS",22/07/2017,0,48,54,39
ASN00086282,"MELBOURNE AIRPORT, AS",23/07/2017,0,49,58,43
ASN00086282,"MELBOURNE AIRPORT, AS",24/07/2017,3.8,51,60,40
ASN00086282,"MELBOURNE AIRPORT, AS",25/07/2017,0,54,62,46
ASN00086282,"MELBOURNE AIRPORT, AS",26/07/2017,0,47,59,47
ASN00086282,"MELBOURNE AIRPORT, AS",27/07/2017,0,50,54,38
ASN00086282,"MELBOURNE AIRPORT, AS",28/07/2017,0.6,51,58,42
ASN00086282,"MELBOURNE AIRPORT, AS",29/07/2017,0,55,61,46
ASN00086282,"MELBOURNE AIRPORT, AS",30/07/2017,0,49,63,48
ASN00086282,"MELBOURNE AIRPORT, AS",31/07/2017,0,46,58,37
ASN00086282,"MELBOURNE AIRPORT, AS",01/08/2017,0,45,58,37
ASN00086282,"MELBOURNE AIRPORT, AS",02/08/2017,0,42,54,34
ASN00086282,"MELBOURNE AIRPORT, AS",03/08/2017,0,44,47,34
ASN00086282,"MELBOURNE AIRPORT, AS",04/08/2017,6.6,48,53,38
ASN00086282,"MELBOURNE AIRPORT, AS",05/08/2017,0.2,50,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",06/08/2017,0.2,47,54,45
ASN00086282,"MELBOURNE AIRPORT, AS",07/08/2017,0.6,46,54,43
ASN00086282,"MELBOURNE AIRPORT, AS",08/08/2017,3.4,51,59,41
ASN00086282,"MELBOURNE AIRPORT, AS",09/08/2017,0,54,61,43
ASN00086282,"MELBOURNE AIRPORT, AS",10/08/2017,0,55,65,50
ASN00086282,"MELBOURNE AIRPORT, AS",11/08/2017,0,54,61,45
ASN00086282,"MELBOURNE AIRPORT, AS",12/08/2017,0.6,54,64,48
ASN00086282,"MELBOURNE AIRPORT, AS",13/08/2017,0,57,64,46
ASN00086282,"MELBOURNE AIRPORT, AS",14/08/2017,0,57,68,50
ASN00086282,"MELBOURNE AIRPORT, AS",15/08/2017,0,57,62,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/08/2017,0.2,55,64,49
ASN00086282,"MELBOURNE AIRPORT, AS",17/08/2017,3.6,49,60,45
ASN00086282,"MELBOURNE AIRPORT, AS",18/08/2017,2.8,45,53,41
ASN00086282,"MELBOURNE AIRPORT, AS",19/08/2017,3.2,43,52,39
ASN00086282,"MELBOURNE AIRPORT, AS",20/08/2017,1.8,47,55,35
ASN00086282,"MELBOURNE AIRPORT, AS",21/08/2017,0.4,47,54,43
ASN00086282,"MELBOURNE AIRPORT, AS",22/08/2017,0.8,53,63,40
ASN00086282,"MELBOURNE AIRPORT, AS",23/08/2017,0,49,63,45
ASN00086282,"MELBOURNE AIRPORT, AS",24/08/2017,6,46,56,40
ASN00086282,"MELBOURNE AIRPORT, AS",25/08/2017,0.2,51,57,37
ASN00086282,"MELBOURNE AIRPORT, AS",26/08/2017,0,50,59,47
ASN00086282,"MELBOURNE AIRPORT, AS",27/08/2017,6,42,49,40
ASN00086282,"MELBOURNE AIRPORT, AS",28/08/2017,2,45,53,37
ASN00086282,"MELBOURNE AIRPORT, AS",29/08/2017,0.4,48,55,37
ASN00086282,"MELBOURNE AIRPORT, AS",30/08/2017,0,45,54,39
ASN00086282,"MELBOURNE AIRPORT, AS",31/08/2017,1,46,58,33
ASN00086282,"MELBOURNE AIRPORT, AS",01/09/2017,0,54,62,34
ASN00086282,"MELBOURNE AIRPORT, AS",02/09/2017,0,58,61,49
ASN00086282,"MELBOURNE AIRPORT, AS",03/09/2017,0.2,52,61,51
ASN00086282,"MELBOURNE AIRPORT, AS",04/09/2017,2.6,45,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",05/09/2017,0.6,46,56,40
ASN00086282,"MELBOURNE AIRPORT, AS",06/09/2017,5.6,49,60,40
ASN00086282,"MELBOURNE AIRPORT, AS",07/09/2017,1.8,50,59,40
ASN00086282,"MELBOURNE AIRPORT, AS",08/09/2017,4,47,57,44
ASN00086282,"MELBOURNE AIRPORT, AS",09/09/2017,0.4,49,60,41
ASN00086282,"MELBOURNE AIRPORT, AS",10/09/2017,0,53,61,37
ASN00086282,"MELBOURNE AIRPORT, AS",11/09/2017,0,58,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",12/09/2017,0.6,58,70,51
ASN00086282,"MELBOURNE AIRPORT, AS",13/09/2017,1.6,47,61,49
ASN00086282,"MELBOURNE AIRPORT, AS",14/09/2017,0.8,52,58,39
ASN00086282,"MELBOURNE AIRPORT, AS",15/09/2017,0,53,63,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/09/2017,4.6,45,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",17/09/2017,0.2,55,64,35
ASN00086282,"MELBOURNE AIRPORT, AS",18/09/2017,0,56,71,49
ASN00086282,"MELBOURNE AIRPORT, AS",19/09/2017,0.6,49,58,44
ASN00086282,"MELBOURNE AIRPORT, AS",20/09/2017,0,57,66,40
ASN00086282,"MELBOURNE AIRPORT, AS",21/09/2017,0,60,73,52
ASN00086282,"MELBOURNE AIRPORT, AS",22/09/2017,0,68,77,50
ASN00086282,"MELBOURNE AIRPORT, AS",23/09/2017,0,64,86,57
ASN00086282,"MELBOURNE AIRPORT, AS",24/09/2017,0.4,58,67,49
ASN00086282,"MELBOURNE AIRPORT, AS",25/09/2017,2.8,47,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",26/09/2017,1,53,61,36
ASN00086282,"MELBOURNE AIRPORT, AS",27/09/2017,0,60,76,45
ASN00086282,"MELBOURNE AIRPORT, AS",28/09/2017,0,55,66,44
ASN00086282,"MELBOURNE AIRPORT, AS",29/09/2017,0,56,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",30/09/2017,0.2,52,62,48
ASN00086282,"MELBOURNE AIRPORT, AS",01/10/2017,0.2,53,65,43
ASN00086282,"MELBOURNE AIRPORT, AS",02/10/2017,1.4,51,65,42
ASN00086282,"MELBOURNE AIRPORT, AS",03/10/2017,0,56,74,40
ASN00086282,"MELBOURNE AIRPORT, AS",04/10/2017,0,69,79,42
ASN00086282,"MELBOURNE AIRPORT, AS",05/10/2017,0,55,70,53
ASN00086282,"MELBOURNE AIRPORT, AS",06/10/2017,0,52,61,47
ASN00086282,"MELBOURNE AIRPORT, AS",07/10/2017,0,66,74,40
ASN00086282,"MELBOURNE AIRPORT, AS",08/10/2017,0,65,77,52
ASN00086282,"MELBOURNE AIRPORT, AS",09/10/2017,1,54,68,55
ASN00086282,"MELBOURNE AIRPORT, AS",10/10/2017,0,58,70,40
ASN00086282,"MELBOURNE AIRPORT, AS",11/10/2017,0,59,77,45
ASN00086282,"MELBOURNE AIRPORT, AS",12/10/2017,5.8,57,66,44
ASN00086282,"MELBOURNE AIRPORT, AS",13/10/2017,0,53,64,47
ASN00086282,"MELBOURNE AIRPORT, AS",14/10/2017,0,51,64,42
ASN00086282,"MELBOURNE AIRPORT, AS",15/10/2017,0,57,71,39
ASN00086282,"MELBOURNE AIRPORT, AS",16/10/2017,0,69,83,48
ASN00086282,"MELBOURNE AIRPORT, AS",17/10/2017,0,71,87,54
ASN00086282,"MELBOURNE AIRPORT, AS",18/10/2017,0,76,87,53
ASN00086282,"MELBOURNE AIRPORT, AS",19/10/2017,0,59,78,67
ASN00086282,"MELBOURNE AIRPORT, AS",20/10/2017,3.4,54,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",21/10/2017,0,53,59,50
ASN00086282,"MELBOURNE AIRPORT, AS",22/10/2017,0,56,63,49
ASN00086282,"MELBOURNE AIRPORT, AS",23/10/2017,0,58,71,51
ASN00086282,"MELBOURNE AIRPORT, AS",24/10/2017,0,60,76,49
ASN00086282,"MELBOURNE AIRPORT, AS",25/10/2017,12.6,57,64,55
ASN00086282,"MELBOURNE AIRPORT, AS",26/10/2017,0.2,56,62,52
ASN00086282,"MELBOURNE AIRPORT, AS",27/10/2017,0,70,81,53
ASN00086282,"MELBOURNE AIRPORT, AS",28/10/2017,0,60,71,58
ASN00086282,"MELBOURNE AIRPORT, AS",29/10/2017,0,64,84,48
ASN00086282,"MELBOURNE AIRPORT, AS",30/10/2017,4.8,49,60,44
ASN00086282,"MELBOURNE AIRPORT, AS",31/10/2017,3.8,55,62,41
ASN00086282,"MELBOURNE AIRPORT, AS",01/11/2017,0,55,65,52
ASN00086282,"MELBOURNE AIRPORT, AS",02/11/2017,2.2,52,60,48
ASN00086282,"MELBOURNE AIRPORT, AS",03/11/2017,0.4,49,63,46
ASN00086282,"MELBOURNE AIRPORT, AS",04/11/2017,0,51,62,39
ASN00086282,"MELBOURNE AIRPORT, AS",05/11/2017,0,54,64,38
ASN00086282,"MELBOURNE AIRPORT, AS",06/11/2017,0.6,54,63,45
ASN00086282,"MELBOURNE AIRPORT, AS",07/11/2017,0,54,61,48
ASN00086282,"MELBOURNE AIRPORT, AS",08/11/2017,0,55,66,50
ASN00086282,"MELBOURNE AIRPORT, AS",09/11/2017,0,60,74,45
ASN00086282,"MELBOURNE AIRPORT, AS",10/11/2017,0,66,82,50
ASN00086282,"MELBOURNE AIRPORT, AS",11/11/2017,0,67,82,54
ASN00086282,"MELBOURNE AIRPORT, AS",12/11/2017,0,66,82,55
ASN00086282,"MELBOURNE AIRPORT, AS",13/11/2017,0,78,93,51
ASN00086282,"MELBOURNE AIRPORT, AS",14/11/2017,0,82,94,62
ASN00086282,"MELBOURNE AIRPORT, AS",15/11/2017,0,70,88,72
